Product ID,Product Name,Category,Sub-Category,Sales Region,Sale Date,Quantity Sold,Unit Price (INR),Total Revenue (INR),Discount (%),Sales Channel,Customer Type,Season
P010,Wheat Seeds,Cereals,Wheat,North,27-10-2024,81,384.95,29132.36,6.57,E-commerce,Distributor,Zaid
P009,Chilli Seeds,Spices,Chilli,East,29-09-2024,50,112.47,5459.86,2.91,Wholesale,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,West,27-11-2024,40,103.81,3835.57,7.63,Direct Sales,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,East,24-12-2024,381,289.29,101798.72,7.64,E-commerce,Retailer,Rabi
P010,Wheat Seeds,Cereals,Wheat,East,13-09-2024,32,87.48,2262.72,19.17,Direct Sales,Retailer,Zaid
P008,Soybean Seeds,Pulses,Soybean,North,26-11-2024,55,201.29,8946.43,19.19,Retail,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,North,25-11-2024,384,103.09,32425.35,18.09,E-commerce,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,East,18-10-2024,291,353.45,95849.6,6.81,Retail,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,Central,18-09-2024,317,53.98,14917.95,12.82,Direct Sales,Retailer,Rabi
P010,Wheat Seeds,Cereals,Wheat,South,03-10-2024,252,122.27,24988.56,18.9,E-commerce,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,South,27-11-2024,488,268.3,118426.55,9.55,Wholesale,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,West,28-11-2024,325,482.39,145567.21,7.15,Direct Sales,Retailer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,East,23-11-2024,128,229,23827.72,18.71,Retail,Farmer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,North,25-09-2024,55,362.73,16025.96,19.67,Retail,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,East,05-09-2024,236,288.37,60936.73,10.46,E-commerce,Farmer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,North,30-12-2024,419,373.39,152961.57,2.23,Direct Sales,Retailer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,Central,07-11-2024,215,175.41,36898.55,2.16,Wholesale,Retailer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,South,08-11-2024,474,68.65,26839.07,17.52,Direct Sales,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,West,22-11-2024,13,174.83,2038.92,10.29,Wholesale,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,East,11-11-2024,30,454.09,13288.94,2.45,Wholesale,Distributor,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,South,19-11-2024,249,161.34,36071.93,10.21,Wholesale,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,North,19-11-2024,217,96.09,20615.91,1.13,Direct Sales,Distributor,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,East,23-10-2024,20,186.65,3151.4,15.58,Wholesale,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,Central,12-11-2024,425,130.35,44906.23,18.94,Retail,Distributor,Zaid
P007,Cotton Seeds,Fibers,Cotton,North,06-10-2024,116,84.94,8318.92,15.57,Direct Sales,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,South,19-10-2024,405,277.09,101751.19,9.33,E-commerce,Distributor,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,07-12-2024,188,373.67,62571.64,10.93,Retail,Farmer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,North,19-10-2024,261,313.02,78128.01,4.37,Wholesale,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,Central,22-10-2024,401,176.25,59339.78,16.04,Direct Sales,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,South,27-10-2024,403,73.77,24713.98,16.87,Retail,Retailer,Rabi
P009,Chilli Seeds,Spices,Chilli,East,03-09-2024,443,326.33,118224.59,18.22,Direct Sales,Retailer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,West,24-09-2024,139,348.68,46566.63,3.92,Retail,Farmer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,Central,02-09-2024,343,278.42,88622.2,7.2,Wholesale,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,06-09-2024,112,347.36,36009.84,7.44,Direct Sales,Distributor,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,Central,05-09-2024,376,227.35,76131.69,10.94,Wholesale,Retailer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,East,26-11-2024,421,319.64,116213.3,13.64,E-commerce,Retailer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,South,08-10-2024,129,251.87,32013.61,1.47,Wholesale,Retailer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,Central,26-09-2024,169,381.47,54688.57,15.17,Retail,Retailer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,East,11-09-2024,90,58.84,4516.09,14.72,Wholesale,Distributor,Rabi
P009,Chilli Seeds,Spices,Chilli,West,08-10-2024,464,485.91,211866.87,6.03,Wholesale,Farmer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,East,11-12-2024,138,388.14,51152.97,4.5,Direct Sales,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,West,01-11-2024,138,308.77,37203.02,12.69,Direct Sales,Retailer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,Central,07-11-2024,43,134.47,5155.42,10.84,Wholesale,Farmer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,North,15-10-2024,70,401.05,22543.02,19.7,Retail,Farmer,Zaid
P007,Cotton Seeds,Fibers,Cotton,South,05-10-2024,466,255.99,115271.22,3.37,Wholesale,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,East,10-11-2024,230,124.82,24023.36,16.32,E-commerce,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,North,02-09-2024,379,68.83,22217.93,14.83,Direct Sales,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,Central,07-09-2024,361,353.47,112201.03,12.07,Retail,Distributor,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,North,18-12-2024,353,422.71,132981.86,10.88,E-commerce,Retailer,Zaid
P009,Chilli Seeds,Spices,Chilli,South,22-10-2024,66,396.81,26000.9,0.72,E-commerce,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,East,16-09-2024,416,420.69,171016.88,2.28,Retail,Retailer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,North,19-11-2024,100,119.67,10910.31,8.83,Retail,Farmer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,South,15-11-2024,251,487.63,100608.8,17.8,Retail,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,North,25-11-2024,10,177.49,1681.54,5.26,Retail,Distributor,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,South,14-11-2024,80,325.53,23404.3,10.13,Direct Sales,Farmer,Rabi
P007,Cotton Seeds,Fibers,Cotton,East,01-11-2024,331,255.37,79531.9,5.91,Retail,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,East,18-12-2024,150,249.67,34604.26,7.6,E-commerce,Distributor,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,East,20-10-2024,293,203.29,53399.1,10.35,E-commerce,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,Central,13-12-2024,33,144.94,3854.16,19.42,Direct Sales,Retailer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,North,07-12-2024,430,76.08,30143.05,7.86,Retail,Retailer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,North,24-12-2024,329,184.09,53558.17,11.57,Retail,Distributor,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,West,10-10-2024,463,206.78,85830.14,10.35,E-commerce,Retailer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,Central,25-10-2024,391,479.09,154448.79,17.55,Direct Sales,Retailer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,Central,07-10-2024,304,55.15,14363.09,14.33,E-commerce,Distributor,Rabi
P005,Tomato Seeds,Vegetables,Tomato,East,04-12-2024,66,211.33,12212.68,12.44,Retail,Farmer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,North,19-09-2024,223,256.92,53064.92,7.38,E-commerce,Retailer,Kharif
P009,Chilli Seeds,Spices,Chilli,West,16-10-2024,410,425.24,141082.73,19.08,E-commerce,Distributor,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,West,24-12-2024,216,312.43,62234.56,7.78,Direct Sales,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,North,30-10-2024,279,70.14,19144.41,2.17,Retail,Farmer,Kharif
P008,Soybean Seeds,Pulses,Soybean,West,17-11-2024,301,199.15,56719.15,5.38,Retail,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,North,21-12-2024,7,251.06,1495.74,14.89,E-commerce,Farmer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,East,05-12-2024,253,307.86,76751.41,1.46,Retail,Distributor,Rabi
P007,Cotton Seeds,Fibers,Cotton,North,13-12-2024,5,265.88,1239.67,6.75,Direct Sales,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,South,27-09-2024,293,412.59,118700.78,1.81,Retail,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,Central,26-10-2024,45,340.9,12447.28,18.86,Wholesale,Retailer,Kharif
P007,Cotton Seeds,Fibers,Cotton,South,22-09-2024,389,263.61,82978.84,19.08,E-commerce,Farmer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,West,25-12-2024,203,223.64,42062.1,7.35,Direct Sales,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,North,08-10-2024,462,202.57,85931.9,8.18,E-commerce,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,South,16-09-2024,361,164.46,50221.13,15.41,E-commerce,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,East,26-12-2024,76,236.17,14640.93,18.43,Direct Sales,Farmer,Rabi
P009,Chilli Seeds,Spices,Chilli,North,09-12-2024,301,411,113207.94,8.49,Wholesale,Retailer,Zaid
P007,Cotton Seeds,Fibers,Cotton,North,15-09-2024,375,321.57,108783.11,9.79,Wholesale,Retailer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,West,29-11-2024,6,468.52,2762.49,1.73,Wholesale,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,North,14-10-2024,371,259.21,86463.67,10.09,Retail,Retailer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,East,10-12-2024,448,492.66,193233.08,12.45,Direct Sales,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,East,24-11-2024,319,478.2,122326.48,19.81,Retail,Retailer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,Central,09-09-2024,226,439.06,82210.03,17.15,Retail,Farmer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,South,20-09-2024,167,244.78,36622.83,10.41,Direct Sales,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,South,17-09-2024,96,417.65,37207.6,7.2,Retail,Distributor,Zaid
P009,Chilli Seeds,Spices,Chilli,West,28-09-2024,432,422.06,151880.82,16.7,Direct Sales,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,West,30-09-2024,127,317.95,38655.44,4.27,Wholesale,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,South,26-11-2024,210,53.97,10119.86,10.71,Wholesale,Retailer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,Central,19-12-2024,194,271.11,45842.1,12.84,Retail,Retailer,Rabi
P009,Chilli Seeds,Spices,Chilli,East,11-09-2024,498,374.63,183860.54,1.45,E-commerce,Distributor,Zaid
P007,Cotton Seeds,Fibers,Cotton,East,14-10-2024,150,450.94,66991.65,0.96,Retail,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,West,11-10-2024,235,73.43,17026.54,1.33,Wholesale,Retailer,Rabi
P010,Wheat Seeds,Cereals,Wheat,East,24-11-2024,256,438.07,98273.47,12.37,E-commerce,Retailer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,East,10-10-2024,89,256.83,21842.98,4.44,E-commerce,Farmer,Kharif
P009,Chilli Seeds,Spices,Chilli,North,19-10-2024,149,414.51,58272.44,5.65,E-commerce,Farmer,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,Central,11-11-2024,469,120.82,55820.28,1.49,Direct Sales,Distributor,Rabi
P007,Cotton Seeds,Fibers,Cotton,Central,10-09-2024,454,218.91,94942.62,4.47,Direct Sales,Retailer,Zaid
P007,Cotton Seeds,Fibers,Cotton,North,12-12-2024,348,174.06,58616.38,3.23,Wholesale,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,West,15-12-2024,275,389.3,105173.29,1.76,Retail,Farmer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,South,12-11-2024,313,266.88,83174.25,0.43,E-commerce,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,North,15-10-2024,299,408.99,118509.31,3.09,Wholesale,Distributor,Rabi
P007,Cotton Seeds,Fibers,Cotton,North,29-09-2024,371,482.33,173898.2,2.82,Direct Sales,Farmer,Zaid
P008,Soybean Seeds,Pulses,Soybean,South,12-11-2024,226,458.95,98826.99,4.72,Wholesale,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,North,04-10-2024,274,396.3,106837.96,1.61,E-commerce,Farmer,Zaid
P007,Cotton Seeds,Fibers,Cotton,West,12-09-2024,162,310.35,49467.25,1.61,Wholesale,Retailer,Zaid
P009,Chilli Seeds,Spices,Chilli,West,13-12-2024,314,320.32,84045.05,16.44,E-commerce,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,North,03-09-2024,85,264.98,18917.32,16.01,Retail,Farmer,Kharif
P008,Soybean Seeds,Pulses,Soybean,North,11-11-2024,450,83.41,32748.85,12.75,Direct Sales,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,West,15-11-2024,364,468.51,165574.99,2.91,Retail,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,Central,01-12-2024,89,281.72,24115.29,3.82,Direct Sales,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,Central,22-09-2024,288,302.99,77278.45,11.44,Retail,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,Central,20-09-2024,72,334.21,22710.77,5.62,Direct Sales,Distributor,Zaid
P007,Cotton Seeds,Fibers,Cotton,South,05-09-2024,469,330.5,139287.04,10.14,E-commerce,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,North,11-10-2024,445,56.8,23200.84,8.21,Retail,Farmer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,West,18-12-2024,199,435.64,74936.88,13.56,Wholesale,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,East,16-09-2024,26,328,8315.65,2.49,Retail,Farmer,Rabi
P010,Wheat Seeds,Cereals,Wheat,Central,13-12-2024,253,443.99,108779.86,3.16,Wholesale,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,West,12-11-2024,91,491.72,40330.04,9.87,Retail,Distributor,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,West,03-09-2024,490,496.19,221372.69,8.95,Wholesale,Farmer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,North,18-10-2024,228,315.78,70082.7,2.66,Wholesale,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,Central,04-12-2024,95,260.36,22940.97,7.25,E-commerce,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,Central,13-12-2024,310,175.1,47859.56,11.83,Wholesale,Distributor,Rabi
P005,Tomato Seeds,Vegetables,Tomato,West,13-12-2024,213,456.26,94209.57,3.06,Retail,Farmer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,North,12-09-2024,397,443.31,156933.91,10.83,Retail,Retailer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,West,02-11-2024,235,260.06,55283.81,9.54,Wholesale,Retailer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,Central,30-10-2024,297,315.56,78172.95,16.59,Direct Sales,Retailer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,South,08-12-2024,327,396.58,110255.35,14.98,Wholesale,Distributor,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,South,02-09-2024,5,275.35,1252.15,9.05,E-commerce,Retailer,Zaid
P008,Soybean Seeds,Pulses,Soybean,West,20-09-2024,191,212.43,38070.71,6.17,E-commerce,Distributor,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,South,22-10-2024,268,471.03,109787.48,13.03,E-commerce,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,North,06-10-2024,117,306.58,35493.23,1.05,Direct Sales,Distributor,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,West,11-11-2024,330,178.27,53410.94,9.21,Wholesale,Farmer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,North,02-11-2024,151,233.48,28599.25,18.88,Retail,Retailer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,Central,13-10-2024,116,288.28,27598.43,17.47,Retail,Retailer,Rabi
P010,Wheat Seeds,Cereals,Wheat,South,29-09-2024,302,55.39,15627.09,6.58,Retail,Retailer,Zaid
P007,Cotton Seeds,Fibers,Cotton,South,05-09-2024,1,333.94,274.26,17.87,Direct Sales,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,North,19-11-2024,242,254.56,54907.22,10.87,Direct Sales,Retailer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,East,09-11-2024,42,455.37,16493.87,13.76,E-commerce,Distributor,Zaid
P010,Wheat Seeds,Cereals,Wheat,East,14-12-2024,128,105.5,12611.39,6.61,Direct Sales,Farmer,Rabi
P009,Chilli Seeds,Spices,Chilli,South,12-11-2024,258,398.31,92847.26,9.65,Wholesale,Farmer,Rabi
P009,Chilli Seeds,Spices,Chilli,North,23-12-2024,190,453.8,71012.44,17.64,Retail,Farmer,Rabi
P010,Wheat Seeds,Cereals,Wheat,South,11-09-2024,312,188.64,49091.52,16.59,E-commerce,Retailer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,North,12-11-2024,27,216.77,4993.02,14.69,Retail,Distributor,Zaid
P005,Tomato Seeds,Vegetables,Tomato,North,12-11-2024,244,177.43,39890.1,7.86,Retail,Farmer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,North,14-09-2024,200,254.14,48586.49,4.41,Retail,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,North,04-11-2024,320,382.58,111113.47,9.24,Direct Sales,Farmer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,North,17-10-2024,472,487.08,220176.92,4.23,Wholesale,Farmer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,Central,16-11-2024,40,432.72,17073.4,1.36,Direct Sales,Retailer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,South,07-09-2024,410,55.16,19410.97,14.17,Direct Sales,Retailer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,27-10-2024,60,194.88,10357.48,11.42,Retail,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,West,27-10-2024,382,453.64,150260.18,13.29,E-commerce,Farmer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,North,08-10-2024,427,190.77,79748.16,2.1,Wholesale,Farmer,Rabi
P007,Cotton Seeds,Fibers,Cotton,West,02-12-2024,428,394.56,145432.29,13.88,E-commerce,Farmer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,West,17-11-2024,57,119.92,6553.14,4.13,E-commerce,Distributor,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,East,03-09-2024,46,243.49,10954.13,2.2,Direct Sales,Distributor,Kharif
P009,Chilli Seeds,Spices,Chilli,West,13-10-2024,322,232.96,72530.19,3.31,Wholesale,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,North,24-09-2024,361,329.78,97502.43,18.1,Direct Sales,Retailer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,South,03-11-2024,85,144.76,11491.27,6.61,Direct Sales,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,West,04-11-2024,90,377.62,29108.84,14.35,Wholesale,Retailer,Zaid
P008,Soybean Seeds,Pulses,Soybean,North,12-09-2024,338,222.29,74886.08,0.33,Direct Sales,Farmer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,East,25-09-2024,440,219.9,83529.45,13.67,Direct Sales,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,South,27-10-2024,442,207.45,84825.1,7.49,E-commerce,Farmer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,North,28-11-2024,463,322.54,139061.7,6.88,Direct Sales,Distributor,Rabi
P010,Wheat Seeds,Cereals,Wheat,North,23-12-2024,456,271.2,121787.46,1.52,E-commerce,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,East,04-09-2024,187,366.35,65191.69,4.84,E-commerce,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,South,03-11-2024,136,290.3,38497.73,2.49,Retail,Farmer,Kharif
P008,Soybean Seeds,Pulses,Soybean,West,29-11-2024,65,386.06,22080.12,12.01,Wholesale,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,05-11-2024,459,327.5,142580.89,5.15,Wholesale,Distributor,Kharif
P009,Chilli Seeds,Spices,Chilli,Central,06-12-2024,483,432.99,185878.45,11.12,Direct Sales,Retailer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,North,02-10-2024,137,83.84,9757.42,15.05,Retail,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,East,25-11-2024,305,88.2,22760.94,15.39,Wholesale,Retailer,Zaid
P009,Chilli Seeds,Spices,Chilli,South,14-09-2024,340,213.58,70947,2.3,Direct Sales,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,Central,14-09-2024,249,274.77,63368.5,7.38,E-commerce,Farmer,Rabi
P007,Cotton Seeds,Fibers,Cotton,West,19-12-2024,87,342.65,27410.8,8.05,Direct Sales,Retailer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,East,28-10-2024,67,473.65,29763.83,6.21,Retail,Retailer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,North,09-12-2024,369,130.42,41984.23,12.76,Wholesale,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,South,18-11-2024,349,420.25,134684.54,8.17,Wholesale,Farmer,Zaid
P007,Cotton Seeds,Fibers,Cotton,Central,10-12-2024,425,74.71,28325.74,10.79,Wholesale,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,East,27-09-2024,331,487.55,136139.37,15.64,Wholesale,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,East,24-09-2024,5,207.63,1007.11,2.99,Direct Sales,Farmer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,South,04-12-2024,165,220.16,32290.54,11.11,E-commerce,Farmer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,West,23-09-2024,269,240.47,62480.62,3.41,Retail,Retailer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,Central,26-12-2024,451,298.74,128924.8,4.31,Direct Sales,Retailer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,North,09-12-2024,37,262.55,8665.2,10.8,Retail,Distributor,Rabi
P007,Cotton Seeds,Fibers,Cotton,East,16-09-2024,375,114.41,38424.6,10.44,Retail,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,East,19-12-2024,192,56.02,9280.14,13.72,Wholesale,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,North,08-09-2024,418,144.27,52175.76,13.48,E-commerce,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,18-10-2024,367,407.14,132266.92,11.48,Wholesale,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,14-11-2024,49,347.64,13877.89,18.53,E-commerce,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,West,30-10-2024,454,373.03,151657.96,10.45,E-commerce,Farmer,Kharif
P008,Soybean Seeds,Pulses,Soybean,Central,04-10-2024,3,292.51,717.21,18.27,E-commerce,Farmer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,East,09-09-2024,99,390.04,32841.17,14.95,Retail,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,West,11-12-2024,388,439.79,152329.01,10.73,Retail,Distributor,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,North,02-10-2024,315,137.79,40005.33,7.83,Direct Sales,Farmer,Rabi
P010,Wheat Seeds,Cereals,Wheat,South,22-09-2024,330,200.7,65045.47,1.79,Direct Sales,Distributor,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,West,03-09-2024,385,293.95,110013.29,2.79,Wholesale,Distributor,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,West,07-11-2024,265,403.9,92605.38,13.48,Retail,Distributor,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,North,28-12-2024,308,52.58,13631.03,15.83,E-commerce,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,South,20-09-2024,41,72.86,2612.96,12.53,Direct Sales,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,North,12-11-2024,137,471.34,63585.6,1.53,Retail,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,South,17-12-2024,446,320.1,118052.05,17.31,Wholesale,Distributor,Rabi
P007,Cotton Seeds,Fibers,Cotton,East,06-11-2024,50,275.35,12579.36,8.63,Direct Sales,Distributor,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,South,22-11-2024,469,339.37,142627.34,10.39,Wholesale,Farmer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,North,27-10-2024,325,485.6,138565.96,12.2,Wholesale,Farmer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,South,23-10-2024,70,179.8,11307.26,10.16,Wholesale,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,East,14-09-2024,355,65.73,23205.81,0.55,Wholesale,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,East,09-10-2024,172,63.36,8955.91,17.82,Wholesale,Farmer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,North,16-10-2024,482,276.42,112862.89,15.29,E-commerce,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,Central,15-10-2024,227,237.79,51846.19,3.95,Direct Sales,Farmer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,East,14-11-2024,336,119.43,39466.36,1.65,Wholesale,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,South,25-10-2024,94,415.03,36761.78,5.77,Direct Sales,Distributor,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,North,29-11-2024,483,391.2,176667.88,6.5,Wholesale,Retailer,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,East,01-10-2024,356,459.75,142622.91,12.86,Wholesale,Farmer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,Central,10-11-2024,21,121.56,2421.8,5.13,Retail,Farmer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,East,09-10-2024,208,140.45,24618.3,15.73,Direct Sales,Distributor,Zaid
